Suburb,Rooms,Type,Price,Distance,Bathroom,Car,Lattitude,Longtitude,Region,Year
Glen Iris,4,t,1350000.0,9.2,2.0,2.0,-37.8622,145.0634,Southern Metropolitan,2016
Glen Iris,2,h,1280000.0,9.2,1.0,1.0,-37.8541,145.051,Southern Metropolitan,2016
Glen Iris,3,h,1825000.0,9.2,1.0,2.0,-37.8552,145.0785,Southern Metropolitan,2016
Glen Iris,5,h,2825000.0,9.2,4.0,4.0,-37.8627,145.0719,Southern Metropolitan,2016
Glen Iris,3,h,2825000.0,9.2,2.0,4.0,-37.8577,145.0421,Southern Metropolitan,2016
Glen Iris,4,h,1825000.0,9.2,3.0,2.0,-37.8503,145.0586,Southern Metropolitan,2016
Glen Iris,1,u,328000.0,9.2,1.0,0.0,-37.8588,145.0512,Southern Metropolitan,2017
Glen Iris,4,h,2016000.0,9.2,2.0,3.0,-37.8561,145.0864,Southern Metropolitan,2017
Glen Iris,5,h,3085000.0,9.2,3.0,3.0,-37.8582,145.0715,Southern Metropolitan,2017
Glen Iris,3,h,1710000.0,9.2,1.0,3.0,-37.8556,145.0499,Southern Metropolitan,2017
Glen Iris,3,h,1770000.0,9.2,1.0,3.0,-37.8503,145.0754,Southern Metropolitan,2017
Glen Iris,3,h,1765000.0,9.2,1.0,2.0,-37.8505,145.0852,Southern Metropolitan,2017
Glen Iris,2,u,511000.0,9.2,1.0,1.0,-37.8517,145.0459,Southern Metropolitan,2016
Glen Iris,3,h,2000000.0,9.2,1.0,2.0,-37.8581,145.0685,Southern Metropolitan,2016
Glen Iris,2,h,1600000.0,9.2,2.0,2.0,-37.858,145.0696,Southern Metropolitan,2016
Glen Iris,3,h,1880000.0,9.2,2.0,2.0,-37.8489,145.0711,Southern Metropolitan,2016
Glen Iris,5,h,2352500.0,9.2,3.0,2.0,-37.859,145.0656,Southern Metropolitan,2016
Glen Iris,5,h,3860000.0,9.2,4.0,2.0,-37.8563,145.072,Southern Metropolitan,2016
Glen Iris,4,h,2625000.0,9.2,3.0,2.0,-37.8538,145.0641,Southern Metropolitan,2016
Glen Iris,2,u,856500.0,9.2,1.0,1.0,-37.8566,145.0553,Southern Metropolitan,2016
Glen Iris,5,h,1650000.0,9.2,2.0,2.0,-37.8572,145.0555,Southern Metropolitan,2016
Glen Iris,2,t,600000.0,9.2,1.0,1.0,-37.8506,145.0465,Southern Metropolitan,2016
Glen Iris,2,u,690000.0,9.2,1.0,2.0,-37.863,145.0631,Southern Metropolitan,2016
Glen Iris,3,t,1200000.0,9.2,2.0,2.0,-37.8628,145.0486,Southern Metropolitan,2016
Glen Iris,4,h,3010000.0,9.2,3.0,2.0,-37.8476,145.0554,Southern Metropolitan,2016
Glen Iris,2,u,785000.0,9.2,1.0,1.0,-37.8488,145.0573,Southern Metropolitan,2016
Glen Iris,4,h,1950000.0,9.2,2.0,2.0,-37.8561,145.0934,Southern Metropolitan,2017
Glen Iris,3,h,2200000.0,9.2,1.0,2.0,-37.8553,145.0711,Southern Metropolitan,2017
Glen Iris,3,h,1751000.0,9.2,1.0,3.0,-37.8542,145.0733,Southern Metropolitan,2017
Glen Iris,4,h,1857000.0,9.2,2.0,3.0,-37.8536,145.0547,Southern Metropolitan,2017
Glen Iris,1,u,375000.0,9.2,1.0,1.0,-37.8597,145.0571,Southern Metropolitan,2017
Glen Iris,2,u,720000.0,9.2,1.0,2.0,-37.8468,145.0515,Southern Metropolitan,2017
Glen Iris,3,h,1500000.0,9.2,1.0,3.0,-37.8471,145.051,Southern Metropolitan,2017
Glen Iris,4,h,2725000.0,9.2,3.0,2.0,-37.8521,145.0657,Southern Metropolitan,2017
Glen Iris,2,h,1723000.0,9.2,1.0,1.0,-37.8464,145.0511,Southern Metropolitan,2016
Glen Iris,2,u,529500.0,9.2,1.0,1.0,-37.8572,145.0423,Southern Metropolitan,2016
Glen Iris,3,h,2800000.0,9.2,1.0,2.0,-37.8575,145.0554,Southern Metropolitan,2016
Glen Iris,3,h,1665000.0,9.2,1.0,2.0,-37.8538,145.0842,Southern Metropolitan,2016
Glen Iris,2,u,600000.0,9.2,1.0,1.0,-37.8555,145.0518,Southern Metropolitan,2016
Glen Iris,3,h,1420000.0,9.2,1.0,2.0,-37.8578,145.0919,Southern Metropolitan,2016
Glen Iris,3,h,1550000.0,9.2,2.0,2.0,-37.8531,145.086,Southern Metropolitan,2016
Glen Iris,1,u,420000.0,9.2,1.0,1.0,-37.8592,145.0484,Southern Metropolitan,2016
Glen Iris,4,h,1920000.0,9.2,2.0,2.0,-37.8573,145.0904,Southern Metropolitan,2016
Glen Iris,5,h,2100000.0,9.2,3.0,2.0,-37.8478,145.0566,Southern Metropolitan,2016
Glen Iris,5,h,2410000.0,9.2,2.0,2.0,-37.8515,145.0922,Southern Metropolitan,2016
Glen Iris,4,h,2100000.0,9.2,2.0,2.0,-37.8516,145.061,Southern Metropolitan,2016
Glen Iris,4,h,2950000.0,9.2,2.0,2.0,-37.8509,145.0856,Southern Metropolitan,2016
Glen Iris,2,u,390000.0,9.2,1.0,1.0,-37.8497,145.0466,Southern Metropolitan,2016
Glen Iris,5,h,3365000.0,9.2,2.0,2.0,-37.8649,145.0547,Southern Metropolitan,2016
Glen Iris,4,h,1390000.0,9.2,2.0,3.0,-37.8578,145.068,Southern Metropolitan,2016
Glen Iris,4,h,1802000.0,9.2,3.0,2.0,-37.8523,145.0603,Southern Metropolitan,2016
Glen Iris,3,h,1310000.0,9.2,1.0,2.0,-37.8539,145.0702,Southern Metropolitan,2016
Glen Iris,3,h,1931000.0,9.2,2.0,2.0,-37.8547,145.0771,Southern Metropolitan,2016
Glen Iris,4,h,2000000.0,9.2,2.0,4.0,-37.8583,145.0726,Southern Metropolitan,2016
Glen Iris,2,h,1250000.0,9.2,1.0,2.0,-37.8511,145.0428,Southern Metropolitan,2016
Glen Iris,5,h,2400000.0,9.2,3.0,2.0,-37.8529,145.0806,Southern Metropolitan,2016
Glen Iris,2,u,460000.0,9.2,1.0,1.0,-37.8578,145.0537,Southern Metropolitan,2016
Glenroy,3,h,610000.0,13.0,1.0,2.0,-37.6972,144.9431,Northern Metropolitan,2016
Glenroy,3,h,610000.0,13.0,1.0,3.0,-37.6979,144.9335,Northern Metropolitan,2016
Glenroy,3,t,555000.0,13.0,2.0,2.0,-37.6969,144.9299,Northern Metropolitan,2016
Glenroy,3,h,500000.0,13.0,1.0,1.0,-37.7088,144.9356,Northern Metropolitan,2016
Glenroy,3,h,806500.0,13.0,1.0,2.0,-37.6988,144.9372,Northern Metropolitan,2016
Glenroy,5,h,1150000.0,13.0,3.0,2.0,-37.7095,144.9253,Northern Metropolitan,2016
Glenroy,5,h,850000.0,13.0,3.0,1.0,-37.7088,144.926,Northern Metropolitan,2017
Glenroy,4,h,550000.0,13.0,2.0,1.0,-37.6964,144.9314,Northern Metropolitan,2017
Glenroy,3,h,822000.0,13.0,1.0,4.0,-37.6988,144.9438,Northern Metropolitan,2017
Glenroy,3,h,980000.0,13.0,2.0,3.0,-37.7115,144.9147,Northern Metropolitan,2017
Glenroy,3,h,670000.0,13.0,1.0,1.0,-37.7062,144.9261,Northern Metropolitan,2016
Glenroy,2,u,430000.0,13.0,1.0,1.0,-37.7072,144.9252,Northern Metropolitan,2016
Glenroy,2,h,852500.0,13.0,1.0,2.0,-37.7126,144.9122,Northern Metropolitan,2016
Glenroy,4,h,1025000.0,13.0,2.0,4.0,-37.712,144.9127,Northern Metropolitan,2016
Glenroy,2,h,540000.0,13.0,1.0,1.0,-37.7082,144.9178,Northern Metropolitan,2016
Glenroy,2,h,530000.0,13.0,1.0,2.0,-37.6978,144.9276,Northern Metropolitan,2016
Glenroy,3,h,721000.0,13.0,1.0,2.0,-37.7102,144.9362,Northern Metropolitan,2016
Glenroy,3,h,737000.0,13.0,1.0,4.0,-37.6986,144.9243,Northern Metropolitan,2016
Glenroy,3,h,575500.0,13.0,1.0,1.0,-37.6953,144.9397,Northern Metropolitan,2016
Glenroy,3,h,600000.0,13.0,1.0,2.0,-37.6999,144.9387,Northern Metropolitan,2016
Glenroy,3,h,460000.0,13.0,2.0,2.0,-37.702,144.9507,Northern Metropolitan,2016
Glenroy,3,t,370000.0,13.0,2.0,1.0,-37.6977,144.9149,Northern Metropolitan,2016
Glenroy,3,h,691000.0,13.0,1.0,2.0,-37.7065,144.9374,Northern Metropolitan,2016
Glenroy,3,h,500000.0,13.0,1.0,1.0,-37.6993,144.9393,Northern Metropolitan,2016
Glenroy,3,t,545000.0,13.0,2.0,1.0,-37.7112,144.9142,Northern Metropolitan,2016
Glenroy,3,h,670000.0,13.0,1.0,4.0,-37.7007,144.9378,Northern Metropolitan,2016
Glenroy,3,h,572000.0,13.0,1.0,2.0,-37.6974,144.9326,Northern Metropolitan,2016
Glenroy,4,h,702000.0,13.0,1.0,4.0,-37.7104,144.9088,Northern Metropolitan,2016
Glenroy,2,h,730000.0,13.0,1.0,1.0,-37.706,144.9245,Northern Metropolitan,2016
Glenroy,3,h,711500.0,13.0,1.0,3.0,-37.7005,144.9185,Northern Metropolitan,2016
Glenroy,3,h,820000.0,13.0,2.0,4.0,-37.708,144.9211,Northern Metropolitan,2016
Glenroy,5,h,810000.0,13.0,4.0,4.0,-37.7028,144.9377,Northern Metropolitan,2017
Glenroy,2,u,250000.0,13.0,1.0,1.0,-37.711,144.9178,Northern Metropolitan,2016
Glenroy,3,t,460000.0,13.0,1.0,1.0,-37.7001,144.9291,Northern Metropolitan,2016
Glenroy,3,h,793000.0,13.0,1.0,2.0,-37.7,144.9427,Northern Metropolitan,2016
Glenroy,2,u,340000.0,13.0,1.0,1.0,-37.7071,144.9176,Northern Metropolitan,2016
Glenroy,3,h,596000.0,13.0,1.0,3.0,-37.6967,144.9313,Northern Metropolitan,2016
Glenroy,3,h,447500.0,13.0,1.0,1.0,-37.6949,144.9122,Northern Metropolitan,2016
Glenroy,3,h,588000.0,13.0,1.0,1.0,-37.7029,144.9053,Northern Metropolitan,2016
Glenroy,3,h,420000.0,13.0,1.0,2.0,-37.7025,144.9504,Northern Metropolitan,2016
Glenroy,2,u,410000.0,13.0,1.0,2.0,-37.7002,144.9428,Northern Metropolitan,2016
Glenroy,3,h,688000.0,13.0,1.0,4.0,-37.7022,144.924,Northern Metropolitan,2016
Glenroy,3,h,612500.0,13.0,2.0,3.0,-37.7006,144.9239,Northern Metropolitan,2016
Glenroy,3,h,525000.0,13.0,1.0,1.0,-37.6966,144.9331,Northern Metropolitan,2016
Glenroy,3,h,703000.0,13.0,1.0,4.0,-37.7021,144.9136,Northern Metropolitan,2016
Glenroy,4,t,608000.0,13.0,2.0,1.0,-37.7006,144.9299,Northern Metropolitan,2016
Glenroy,5,h,705000.0,13.0,3.0,2.0,-37.7022,144.9054,Northern Metropolitan,2016
Glenroy,2,u,320500.0,13.0,1.0,1.0,-37.7042,144.9214,Northern Metropolitan,2016
Glenroy,3,h,577000.0,13.0,1.0,2.0,-37.7053,144.9372,Northern Metropolitan,2017
Glenroy,2,u,230000.0,13.0,1.0,1.0,-37.702,144.9154,Northern Metropolitan,2017
Glenroy,4,t,607000.0,13.0,3.0,2.0,-37.7102,144.9112,Northern Metropolitan,2017
Glenroy,3,h,765500.0,13.0,2.0,2.0,-37.6955,144.9389,Northern Metropolitan,2016
Glenroy,3,u,470000.0,13.0,1.0,2.0,-37.7098,144.9163,Northern Metropolitan,2016
Glenroy,3,u,482500.0,13.0,1.0,1.0,-37.7083,144.9158,Northern Metropolitan,2016
Glenroy,3,h,580000.0,13.0,1.0,2.0,-37.7002,144.9408,Northern Metropolitan,2016
Glenroy,2,t,434500.0,13.0,1.0,1.0,-37.7042,144.9211,Northern Metropolitan,2016
Glenroy,2,u,620250.0,13.0,1.0,2.0,-37.7117,144.9135,Northern Metropolitan,2016
Glenroy,3,h,710000.0,13.0,1.0,1.0,-37.6955,144.9253,Northern Metropolitan,2016
Glenroy,4,h,630000.0,13.0,1.0,2.0,-37.7002,144.9232,Northern Metropolitan,2016
Glenroy,2,t,420000.0,13.0,1.0,1.0,-37.7117,144.9348,Northern Metropolitan,2016
Glenroy,3,h,600000.0,13.0,1.0,4.0,-37.7051,144.9069,Northern Metropolitan,2016
Glenroy,3,t,550000.0,13.0,2.0,2.0,-37.7073,144.9277,Northern Metropolitan,2016
Glenroy,3,u,460000.0,13.0,2.0,1.0,-37.6997,144.9367,Northern Metropolitan,2016
Glenroy,4,h,600000.0,13.0,1.0,2.0,-37.6975,144.9065,Northern Metropolitan,2016
Glenroy,4,h,1217500.0,13.0,3.0,2.0,-37.7111,144.9275,Northern Metropolitan,2016
Glenroy,3,h,600000.0,13.0,1.0,2.0,-37.7009,144.9291,Northern Metropolitan,2016
Glenroy,3,h,570000.0,13.0,2.0,2.0,-37.6977,144.9071,Northern Metropolitan,2016
Glenroy,4,h,655000.0,13.0,1.0,2.0,-37.6985,144.9441,Northern Metropolitan,2016
Glenroy,3,h,500000.0,13.0,1.0,4.0,-37.695,144.9271,Northern Metropolitan,2017
Glenroy,3,h,762700.0,13.0,1.0,4.0,-37.7097,144.9351,Northern Metropolitan,2017
Glenroy,2,u,465000.0,13.0,1.0,1.0,-37.7081,144.912,Northern Metropolitan,2017
Glenroy,2,h,741250.0,13.0,1.0,1.0,-37.7067,144.9331,Northern Metropolitan,2017
Glenroy,2,t,488500.0,13.0,2.0,1.0,-37.7072,144.9241,Northern Metropolitan,2016
Glenroy,4,h,787500.0,13.0,2.0,2.0,-37.7004,144.9411,Northern Metropolitan,2016
Glenroy,2,u,442000.0,13.0,1.0,1.0,-37.7076,144.9097,Northern Metropolitan,2016
Glenroy,4,h,1000000.0,13.0,2.0,8.0,-37.7063,144.9273,Northern Metropolitan,2016
Glenroy,2,h,726335.0,13.0,1.0,2.0,-37.7072,144.938,Northern Metropolitan,2016
Glenroy,4,h,630000.0,13.0,2.0,2.0,-37.7005,144.9258,Northern Metropolitan,2016
Glenroy,3,h,670000.0,13.0,1.0,3.0,-37.6967,144.9116,Northern Metropolitan,2016
Glenroy,2,h,417000.0,13.0,1.0,1.0,-37.7074,144.9086,Northern Metropolitan,2016
Glenroy,3,t,600000.0,13.0,1.0,2.0,-37.7047,144.9087,Northern Metropolitan,2016
Glenroy,3,t,440000.0,13.0,2.0,1.0,-37.6952,144.9256,Northern Metropolitan,2016
Glenroy,3,h,501000.0,13.0,1.0,1.0,-37.7119,144.9111,Northern Metropolitan,2016
Glenroy,3,h,660000.0,13.0,1.0,2.0,-37.7019,144.9225,Northern Metropolitan,2016
Glenroy,3,h,722000.0,13.0,1.0,3.0,-37.7048,144.9097,Northern Metropolitan,2016
Glenroy,2,h,270000.0,13.0,1.0,1.0,-37.6972,144.9239,Northern Metropolitan,2016
Glenroy,4,h,825000.0,13.0,2.0,4.0,-37.6979,144.9377,Northern Metropolitan,2016
Glenroy,4,h,638000.0,13.0,2.0,1.0,-37.6969,144.9334,Northern Metropolitan,2016
Gowanbrae,3,h,631000.0,13.6,2.0,2.0,-37.709,144.8925,Western Metropolitan,2016
Gowanbrae,3,t,532000.0,13.6,2.0,1.0,-37.7068,144.8963,Western Metropolitan,2016
Gowanbrae,3,h,500000.0,13.6,2.0,1.0,-37.7071,144.8959,Western Metropolitan,2017
Gowanbrae,3,h,504000.0,13.6,2.0,1.0,-37.709,144.8964,Western Metropolitan,2016
Gowanbrae,3,t,468000.0,13.6,2.0,2.0,-37.7087,144.8962,Western Metropolitan,2016
Gowanbrae,4,h,802500.0,13.6,2.0,2.0,-37.705,144.9004,Western Metropolitan,2016
Gowanbrae,4,h,709000.0,13.6,2.0,2.0,-37.7016,144.8974,Western Metropolitan,2016
Gowanbrae,3,h,700000.0,13.6,2.0,2.0,-37.7089,144.8927,Western Metropolitan,2016
Gowanbrae,3,h,485000.0,13.6,2.0,1.0,-37.7076,144.8961,Western Metropolitan,2016
Gowanbrae,3,h,540000.0,13.6,2.0,1.0,-37.704,144.8989,Western Metropolitan,2016
Gowanbrae,3,h,390000.0,13.6,2.0,1.0,-37.7091,144.8958,Western Metropolitan,2016
Gowanbrae,4,h,800000.0,13.6,2.0,2.0,-37.7062,144.8978,Western Metropolitan,2016
Gowanbrae,3,h,525000.0,13.6,2.0,1.0,-37.704,144.8984,Western Metropolitan,2016
Gowanbrae,4,h,740000.0,13.6,2.0,2.0,-37.7016,144.8974,Western Metropolitan,2016
Hadfield,3,h,605000.0,12.1,1.0,2.0,-37.711,144.9478,Northern Metropolitan,2016
Hadfield,3,h,685500.0,12.1,1.0,2.0,-37.7076,144.9481,Northern Metropolitan,2016
Hadfield,2,h,610000.0,12.1,1.0,1.0,-37.7153,144.9507,Northern Metropolitan,2016
Hadfield,3,h,630000.0,12.1,1.0,1.0,-37.7124,144.9514,Northern Metropolitan,2016
Hadfield,4,h,870000.0,12.1,3.0,5.0,-37.7127,144.9489,Northern Metropolitan,2016
Hadfield,3,h,810000.0,12.1,2.0,2.0,-37.7149,144.9473,Northern Metropolitan,2017
Hadfield,3,h,840000.0,12.1,1.0,2.0,-37.7114,144.9378,Northern Metropolitan,2017
Hadfield,5,h,585000.0,12.1,2.0,1.0,-37.711,144.9481,Northern Metropolitan,2016
Hadfield,4,h,772500.0,12.1,2.0,2.0,-37.7116,144.9468,Northern Metropolitan,2016
Hadfield,3,u,465000.0,12.1,1.0,1.0,-37.7068,144.9467,Northern Metropolitan,2016
Hadfield,3,h,719000.0,12.1,1.0,4.0,-37.7084,144.9412,Northern Metropolitan,2016
Hadfield,2,u,487000.0,12.1,1.0,2.0,-37.7132,144.9488,Northern Metropolitan,2016
Hadfield,4,h,700000.0,12.1,2.0,2.0,-37.7056,144.9384,Northern Metropolitan,2016
Hadfield,4,h,600500.0,12.1,2.0,1.0,-37.7062,144.9387,Northern Metropolitan,2016
Hadfield,3,h,730000.0,12.1,1.0,2.0,-37.7106,144.9491,Northern Metropolitan,2016
Hadfield,3,h,800000.0,12.1,2.0,2.0,-37.7094,144.9377,Northern Metropolitan,2016
Hadfield,4,h,918000.0,12.1,2.0,2.0,-37.7123,144.9426,Northern Metropolitan,2017
Hadfield,3,t,750000.0,12.1,2.0,2.0,-37.715,144.9475,Northern Metropolitan,2016
Hadfield,3,h,740000.0,12.1,1.0,1.0,-37.7077,144.9438,Northern Metropolitan,2016
Hadfield,3,h,721000.0,12.1,1.0,3.0,-37.7098,144.9446,Northern Metropolitan,2016
Hadfield,3,h,646000.0,12.1,1.0,2.0,-37.7157,144.9507,Northern Metropolitan,2016
Hadfield,3,h,545000.0,12.1,2.0,3.0,-37.7073,144.9486,Northern Metropolitan,2016
Hadfield,3,h,770000.0,12.1,1.0,2.0,-37.705,144.9469,Northern Metropolitan,2016
Hadfield,4,h,777000.0,12.1,1.0,2.0,-37.704,144.9399,Northern Metropolitan,2016
Hadfield,2,h,722000.0,12.1,3.0,1.0,-37.7098,144.9424,Northern Metropolitan,2016
Hadfield,2,h,545000.0,12.1,1.0,3.0,-37.7128,144.9471,Northern Metropolitan,2016
Hadfield,3,t,510000.0,12.1,2.0,2.0,-37.707,144.9411,Northern Metropolitan,2016
Hadfield,2,h,542500.0,12.1,1.0,1.0,-37.7133,144.9436,Northern Metropolitan,2016
Hadfield,3,h,631500.0,12.1,1.0,3.0,-37.7133,144.947,Northern Metropolitan,2016
Hadfield,4,h,750074.0,12.1,2.0,1.0,-37.7149,144.9474,Northern Metropolitan,2016
Hadfield,3,h,591000.0,12.1,1.0,1.0,-37.7079,144.9432,Northern Metropolitan,2016
Hadfield,3,h,550000.0,12.1,1.0,3.0,-37.7107,144.9419,Northern Metropolitan,2016
Hadfield,2,h,330000.0,12.1,1.0,1.0,-37.714,144.939,Northern Metropolitan,2016
Hadfield,5,h,800000.0,12.1,2.0,1.0,-37.7091,144.9491,Northern Metropolitan,2016
Hadfield,3,h,725000.0,12.1,2.0,4.0,-37.7136,144.9374,Northern Metropolitan,2016
Hadfield,4,h,815000.0,12.1,2.0,2.0,-37.7083,144.9495,Northern Metropolitan,2017
Hadfield,2,h,715888.0,12.1,1.0,1.0,-37.7099,144.938,Northern Metropolitan,2017
Hadfield,4,h,650000.0,12.1,1.0,4.0,-37.7096,144.9404,Northern Metropolitan,2016
Hadfield,2,t,468000.0,12.1,1.0,1.0,-37.707,144.9413,Northern Metropolitan,2016
Hadfield,3,h,1102000.0,12.1,1.0,2.0,-37.709,144.9434,Northern Metropolitan,2016
Hadfield,2,h,515000.0,12.1,1.0,2.0,-37.7128,144.9496,Northern Metropolitan,2016
Hadfield,3,h,716000.0,12.1,1.0,2.0,-37.709,144.9483,Northern Metropolitan,2016
Hadfield,2,h,640000.0,12.1,1.0,1.0,-37.7109,144.9389,Northern Metropolitan,2016
Hadfield,2,h,460000.0,12.1,1.0,4.0,-37.7074,144.9407,Northern Metropolitan,2016
Hampton,2,u,895000.0,13.7,1.0,1.0,-37.9355,145.0008,Southern Metropolitan,2016
Hampton,2,u,587000.0,13.7,1.0,1.0,-37.9419,145.0019,Southern Metropolitan,2016
Hampton,4,h,2800000.0,13.7,3.0,2.0,-37.9419,145.0152,Southern Metropolitan,2016
Hampton,2,u,720000.0,13.7,1.0,1.0,-37.9387,145.0063,Southern Metropolitan,2016
Hampton,4,h,3250000.0,13.7,3.0,2.0,-37.9389,145.0062,Southern Metropolitan,2016
Hampton,4,h,2140000.0,13.7,2.0,3.0,-37.9319,145.0173,Southern Metropolitan,2016
Hampton,4,h,1600000.0,13.7,2.0,2.0,-37.9324,145.0235,Southern Metropolitan,2016
Hampton,3,t,2200000.0,13.7,2.0,3.0,-37.9347,144.9963,Southern Metropolitan,2016
Hampton,3,h,1003500.0,13.7,1.0,2.0,-37.9338,145.0226,Southern Metropolitan,2016
Hampton,2,u,802000.0,13.7,1.0,1.0,-37.939,145.0137,Southern Metropolitan,2016
Hampton,4,t,1500000.0,13.7,1.0,1.0,-37.9386,145.0055,Southern Metropolitan,2016
Hampton,4,h,1686500.0,13.7,2.0,2.0,-37.9394,145.0099,Southern Metropolitan,2016
Hampton,5,h,1400000.0,13.7,2.0,2.0,-37.9361,145.0243,Southern Metropolitan,2017
Hampton,3,h,1560000.0,13.7,1.0,3.0,-37.9399,145.0204,Southern Metropolitan,2017
Hampton,2,u,680000.0,13.7,1.0,2.0,-37.939,145.0219,Southern Metropolitan,2017
Hampton,3,h,1715000.0,13.7,1.0,2.0,-37.9358,145.018,Southern Metropolitan,2017
Hampton,2,u,760000.0,13.7,1.0,1.0,-37.9389,145.0186,Southern Metropolitan,2016
Hampton,2,u,616000.0,13.7,1.0,1.0,-37.9373,145.0027,Southern Metropolitan,2016
Hampton,4,h,1680000.0,13.7,1.0,1.0,-37.9437,145.0175,Southern Metropolitan,2016
Hampton,5,h,2520000.0,13.7,4.0,2.0,-37.9438,145.0184,Southern Metropolitan,2016
Hampton,2,t,890000.0,13.7,2.0,2.0,-37.9433,145.019,Southern Metropolitan,2016
Hampton,3,h,1120000.0,13.7,2.0,3.0,-37.9395,145.0088,Southern Metropolitan,2016
Hampton,4,h,3200000.0,13.7,3.0,3.0,-37.9326,144.9997,Southern Metropolitan,2016
Hampton,4,h,1250000.0,13.7,3.0,2.0,-37.9381,145.0161,Southern Metropolitan,2016
Hampton,4,h,2420000.0,13.7,3.0,2.0,-37.9333,144.9977,Southern Metropolitan,2016
Hampton,4,h,2000000.0,13.7,3.0,4.0,-37.9429,145.0072,Southern Metropolitan,2016
Hampton,4,h,2880000.0,13.7,3.0,2.0,-37.9312,144.9997,Southern Metropolitan,2016
Hampton,5,h,1805000.0,13.7,2.0,2.0,-37.9419,145.0156,Southern Metropolitan,2016
Hampton,4,h,1460000.0,13.7,2.0,2.0,-37.9356,145.0166,Southern Metropolitan,2016
Hampton,3,h,1403000.0,13.7,1.0,2.0,-37.9428,145.0092,Southern Metropolitan,2016
Hampton,3,h,1682000.0,13.7,1.0,1.0,-37.9365,145.022,Southern Metropolitan,2016
Hampton,4,h,1875000.0,13.7,2.0,3.0,-37.9412,145.0021,Southern Metropolitan,2017
Hampton,4,h,2600000.0,13.7,1.0,2.0,-37.944,145.0015,Southern Metropolitan,2016
Hampton,2,u,685000.0,13.7,1.0,2.0,-37.9339,145.0023,Southern Metropolitan,2016
Hampton,4,h,2400000.0,13.7,2.0,2.0,-37.9323,145.0137,Southern Metropolitan,2016
Hampton,5,h,3470000.0,13.7,3.0,4.0,-37.9427,145.0085,Southern Metropolitan,2016
Hampton,2,h,1615000.0,13.7,1.0,1.0,-37.9348,145.0162,Southern Metropolitan,2016
Hampton,4,h,1450000.0,13.7,2.0,3.0,-37.9341,145.02,Southern Metropolitan,2016
Hampton,2,u,786000.0,13.7,1.0,1.0,-37.9379,145.0061,Southern Metropolitan,2016
Hampton,2,u,742000.0,13.7,3.0,2.0,-37.9442,145.0016,Southern Metropolitan,2016
Hampton,3,h,1050000.0,13.7,2.0,2.0,-37.9449,145.0144,Southern Metropolitan,2016
Hampton,2,h,1690000.0,13.7,1.0,1.0,-37.9409,145.0001,Southern Metropolitan,2016
Hampton,3,u,810000.0,13.7,1.0,1.0,-37.9396,145.0156,Southern Metropolitan,2016
Hampton,3,h,1460000.0,13.7,2.0,2.0,-37.933,144.9975,Southern Metropolitan,2016
Hampton,3,h,1620000.0,13.7,1.0,2.0,-37.9359,145.017,Southern Metropolitan,2016
Hampton,3,h,1420000.0,13.7,2.0,2.0,-37.9393,145.0226,Southern Metropolitan,2016
Hampton,4,h,2400000.0,13.7,2.0,4.0,-37.9379,145.0067,Southern Metropolitan,2016
Hampton,5,h,3075000.0,13.7,2.0,2.0,-37.9386,145.006,Southern Metropolitan,2016
Hampton,5,h,3201000.0,13.7,3.0,2.0,-37.9416,145.0107,Southern Metropolitan,2017
Hampton,2,u,875500.0,13.7,2.0,1.0,-37.9442,145.0018,Southern Metropolitan,2017
Hampton,3,t,1400000.0,13.7,2.0,1.0,-37.9427,145.0084,Southern Metropolitan,2017
Hampton,3,u,1457500.0,13.7,2.0,2.0,-37.9371,145.0035,Southern Metropolitan,2017
Hampton,5,h,2600000.0,13.7,4.0,2.0,-37.9332,145.0226,Southern Metropolitan,2017
Hampton,2,h,1465000.0,13.7,1.0,2.0,-37.9323,145.0225,Southern Metropolitan,2017
Hampton,5,h,1705000.0,13.7,2.0,2.0,-37.946,145.0181,Southern Metropolitan,2016
Hampton,3,h,1610000.0,13.7,1.0,2.0,-37.9419,145.01,Southern Metropolitan,2016
Hampton,2,u,750000.0,13.7,1.0,2.0,-37.9429,145.0049,Southern Metropolitan,2016
Hampton,3,h,1320000.0,13.7,2.0,2.0,-37.9364,145.021,Southern Metropolitan,2016
Hampton,2,u,896000.0,13.7,2.0,2.0,-37.9448,145.0186,Southern Metropolitan,2016
Hampton,3,h,1450000.0,13.7,2.0,2.0,-37.9352,145.0009,Southern Metropolitan,2016
Hampton,2,u,898000.0,13.7,1.0,1.0,-37.9344,145.004,Southern Metropolitan,2016
Hampton,4,h,1515000.0,13.7,2.0,0.0,-37.9446,145.0201,Southern Metropolitan,2016
Hampton,5,h,2980000.0,13.7,3.0,2.0,-37.9372,145.0101,Southern Metropolitan,2016
Hampton,4,h,2200000.0,13.7,3.0,4.0,-37.9336,144.9999,Southern Metropolitan,2016
Hampton,1,u,500000.0,13.7,1.0,1.0,-37.9414,145.0016,Southern Metropolitan,2016
Hampton,3,t,1100000.0,13.7,2.0,1.0,-37.9391,145.012,Southern Metropolitan,2016
Hampton,2,u,800000.0,13.7,1.0,2.0,-37.9444,145.0231,Southern Metropolitan,2017
Hampton,4,h,3325000.0,13.7,3.0,2.0,-37.9449,145.0068,Southern Metropolitan,2017
Hampton,2,u,691000.0,13.7,1.0,1.0,-37.9392,145.0186,Southern Metropolitan,2017
